threshold_pct,selected_count,total_injections,total_crashes,overall_crash_rate,unique_disasm_count,unique_crash_pc_count
0,155,1550,0,0.0,0,0
10,155,1550,0,0.0,0,0
20,155,1550,0,0.0,0,0
30,155,1550,0,0.0,0,0
40,155,1550,0,0.0,0,0
50,155,1550,0,0.0,0,0
60,155,1550,0,0.0,0,0
70,155,1550,0,0.0,0,0
80,155,1550,0,0.0,0,0
90,155,1550,0,0.0,0,0
