threshold_pct,selected_count,total_injections,total_crashes,overall_crash_rate,unique_disasm_count,unique_crash_pc_count
0,52,520,164,0.3153846153846154,16,18
10,52,520,164,0.3153846153846154,16,18
20,51,510,164,0.3215686274509804,16,18
30,50,500,164,0.328,16,18
40,50,500,164,0.328,16,18
50,50,500,164,0.328,16,18
60,47,470,164,0.34893617021276596,16,18
70,45,450,163,0.3622222222222222,16,18
80,44,440,163,0.3704545454545455,16,18
90,36,360,163,0.4527777777777778,16,18
